,Date,Price,Open,High,Low,Vol.
547,3/17/2022,2812.29,2773.8,2832.61,2747.06,1060
546,3/18/2022,2939.76,2812.29,2983.11,2768.65,1590
545,3/19/2022,2949.92,2939.76,2984,2895.3,392640
544,3/20/2022,2861.69,2950.03,2962.19,2819.27,436110
543,3/21/2022,2891.63,2861.66,2960.42,2830.38,546610
542,3/22/2022,2969.64,2891.41,3048.32,2887.69,716470
541,3/23/2022,3036.12,2969.64,3042.28,2925.78,536630
540,3/24/2022,3109.25,3036.18,3126.37,3005.99,699580
539,3/25/2022,3103.51,3110.8,3192.73,3081.71,583250
538,3/26/2022,3146.01,3103.43,3150.09,3085.8,244280
537,3/27/2022,3297.04,3145.95,3297.4,3126.46,402020
536,3/28/2022,3329.38,3295.73,3428.41,3275.32,628910
535,3/29/2022,3401.89,3329.67,3481.23,3329.67,570030
534,3/30/2022,3385.64,3401.86,3445.98,3333.5,425380
533,3/31/2022,3282.35,3385.6,3444.43,3263.36,545440
532,4/1/2022,3456.18,3282.33,3478.74,3215.33,649920
531,4/2/2022,3442.34,3456.18,3529.63,3436.79,629290
530,4/3/2022,3521.1,3442.34,3579.82,3414.4,473540
529,4/4/2022,3520.41,3521.16,3544.92,3412.01,547680
528,4/5/2022,3406.78,3520.35,3554.54,3400.74,500270
527,4/6/2022,3169.58,3406.83,3406.87,3164.24,950590
526,4/7/2022,3228.84,3169.58,3268.56,3143.96,569390
525,4/8/2022,3193.93,3228.83,3311.42,3174.14,654820
524,4/9/2022,3259.35,3193.54,3268.18,3182.1,283240
523,4/10/2022,3201.84,3259.59,3306.14,3198.1,327860
522,4/11/2022,2978.29,3201.99,3213.52,2953.66,876670
521,4/12/2022,3027.25,2978.45,3082.02,2951.8,790540
520,4/13/2022,3116.92,3027.64,3128.2,2999.66,563890
519,4/14/2022,3021.93,3117.21,3143.18,2980.84,546540
518,4/15/2022,3042.01,3021.93,3056.84,2996.62,309950
517,4/16/2022,3058.96,3042.01,3084.84,3011.47,245470
516,4/17/2022,2989.05,3058.96,3081.14,2983.17,311540
515,4/18/2022,3055.64,2989.05,3069.07,2887.25,681760
514,4/19/2022,3102.01,3055.86,3128.86,3030.32,427140
513,4/20/2022,3076.38,3101.79,3161.9,3037.67,512720
512,4/21/2022,2983.95,3076.06,3176.69,2950.97,675440
511,4/22/2022,2963,2983.91,3029.14,2937.47,544890
510,4/23/2022,2931.9,2963,2977.45,2917.84,227070
509,4/24/2022,2922.03,2931.9,2966.94,2915.66,269290
508,4/25/2022,3006.04,2922.03,3023.23,2800.21,807690
507,4/26/2022,2810.42,3006.04,3032.7,2768.38,694460
506,4/27/2022,2888.99,2810.42,2916.39,2795.58,602240
505,4/28/2022,2937.01,2889.01,2977.78,2856.42,726030
504,4/29/2022,2816.66,2937.01,2946.18,2778.33,629560
503,4/30/2022,2727.18,2817.14,2841.16,2716.31,430980
502,5/1/2022,2825.8,2727.2,2847.02,2720.57,512010
501,5/2/2022,2856.01,2825.65,2879.99,2780.08,617740
500,5/3/2022,2781.47,2856.01,2861.42,2757.36,447800
499,5/4/2022,2940.7,2781.47,2963.54,2773.9,662070
498,5/5/2022,2747.46,2940.7,2952.84,2730.95,899820
497,5/6/2022,2692.88,2747.6,2757.14,2635.85,881180
496,5/7/2022,2636.03,2692.92,2703.11,2589.29,458050
495,5/8/2022,2519.98,2636.03,2641.84,2492.59,925400
494,5/9/2022,2229.1,2519.98,2529.35,2228.9,1930
493,5/10/2022,2342.3,2229.69,2455.19,2202.02,1950
492,5/11/2022,2080.79,2342.27,2451.33,2007.57,2700
491,5/12/2022,1955.36,2087.17,2190.51,1796.24,2840
490,5/13/2022,2009.53,1955.59,2146.22,1941.53,1340
489,5/14/2022,2056.3,2009.55,2068.66,1952.07,656940
488,5/15/2022,2145.86,2056.33,2161.78,2001.74,589770
487,5/16/2022,2022.93,2145.86,2145.86,1979.93,950850
486,5/17/2022,2091.14,2023,2120.03,2008.84,736630
485,5/18/2022,1912.12,2091.05,2108.84,1909.56,751820
484,5/19/2022,2019.34,1913.99,2039.71,1903.67,858970
483,5/20/2022,1959.85,2019.36,2061.08,1923.86,699690
482,5/21/2022,1975.12,1959.79,1989.44,1940.59,292470
481,5/22/2022,2043.19,1975.12,2055.15,1966.34,425980
480,5/23/2022,1972.93,2043.19,2086.21,1959.57,738090
479,5/24/2022,1979.35,1973.01,1992.6,1914.48,620410
478,5/25/2022,1942.91,1979.4,2020.64,1937.52,639930
477,5/26/2022,1793.42,1942.89,1964.91,1744.12,1420
476,5/27/2022,1724.3,1793.19,1820.82,1708.62,1570
475,5/28/2022,1792.68,1724.67,1807.79,1722.88,658230
474,5/29/2022,1813.56,1792.25,1824.81,1764.72,554580
473,5/30/2022,1998.46,1813.56,2009.95,1804.33,1040
472,5/31/2022,1941.79,1998.46,2015.02,1928.93,933240
471,6/1/2022,1818.07,1941.81,1971.22,1770.85,1290
470,6/2/2022,1834.64,1817.98,1851.25,1784.23,975530
469,6/3/2022,1775.29,1834.66,1843.31,1740.83,884530
468,6/4/2022,1804.37,1775.28,1815.19,1748.89,442100
467,6/5/2022,1806.71,1804.6,1829.25,1773.65,437730
466,6/6/2022,1859.99,1806.11,1919.4,1804.77,939370
465,6/7/2022,1813.72,1859.99,1870.99,1727.77,1640
464,6/8/2022,1793,1813.05,1837.41,1766.94,1090
463,6/9/2022,1788.06,1792.81,1832.7,1778,625760
462,6/10/2022,1663.02,1788.15,1803.54,1657.3,1130
461,6/11/2022,1531.42,1663.04,1681.58,1503.15,1440
460,6/12/2022,1435.46,1531.5,1542.01,1430.93,1820
459,6/13/2022,1206.67,1434.43,1454.07,1168.68,4390
458,6/14/2022,1210.84,1206.67,1261.39,1078.11,3270
457,6/15/2022,1237.92,1208.82,1244.8,1016.99,3730
456,6/16/2022,1068.49,1237.92,1254.28,1052.65,1760
455,6/17/2022,1086.47,1068.49,1116.46,1052.17,1450
454,6/18/2022,995.61,1086.47,1096.93,883.35,2770
453,6/19/2022,1128.39,995.49,1152.07,938.24,2420
452,6/20/2022,1128.32,1128.39,1165.62,1056.58,2040
451,6/21/2022,1125.96,1128.29,1192.27,1110.63,1600
450,6/22/2022,1049.02,1125.96,1127.06,1045.37,1580
449,6/23/2022,1144.19,1049.02,1152.97,1046.57,1570
448,6/24/2022,1225.03,1144.33,1244.82,1132.87,1660
447,6/25/2022,1241.76,1224.96,1255.55,1181.11,1030
446,6/26/2022,1198.03,1241.8,1276.81,1196.2,1130
445,6/27/2022,1190.84,1198.03,1237.14,1176.77,1070
444,6/28/2022,1143.97,1191.02,1234.96,1137.57,1320
443,6/29/2022,1099.51,1143.95,1155.02,1088.1,1540
442,6/30/2022,1069.05,1099.51,1105.88,1000.77,1710
441,7/1/2022,1058.94,1069.13,1110.25,1035.79,1890
440,7/2/2022,1066.6,1059.05,1077.66,1029.03,865060
439,7/3/2022,1074.08,1066.6,1086.9,1041.82,755270
438,7/4/2022,1151.19,1074.07,1159.76,1045.97,1350
437,7/5/2022,1133.9,1151.19,1170.97,1079.36,1590
436,7/6/2022,1186.45,1133.87,1202.09,1112.02,1420
435,7/7/2022,1238.15,1186.48,1252.69,1163.85,1180
434,7/8/2022,1216.33,1238.1,1275.69,1194.15,1450
433,7/9/2022,1216.94,1216.26,1232.69,1205.26,644470
432,7/10/2022,1167.35,1216.94,1219.26,1155.25,1120
431,7/11/2022,1096.43,1167.35,1170.63,1093.28,1340
430,7/12/2022,1038.56,1096.41,1097.75,1035.82,1490
429,7/13/2022,1115.83,1038.6,1116.51,1012.29,2480
428,7/14/2022,1192.75,1115.8,1210.17,1072.58,1860
427,7/15/2022,1231.03,1192.83,1284.76,1182.22,1740
426,7/16/2022,1356.08,1231.03,1399.16,1192.18,1770
425,7/17/2022,1337.85,1356,1385.23,1323.23,1410
424,7/18/2022,1584.77,1337.92,1590.95,1336.75,2370
423,7/19/2022,1543.5,1584.33,1620.35,1494.88,2180
422,7/20/2022,1520.64,1543.45,1618.43,1488.73,1650
421,7/21/2022,1575.68,1520.66,1600.35,1465.93,1550
420,7/22/2022,1534.85,1575.68,1644.99,1520.36,1430
419,7/23/2022,1549.61,1534.85,1596.02,1490.35,1030
418,7/24/2022,1598.19,1549.61,1659.93,1547.7,1180
417,7/25/2022,1438.52,1598.19,1608.06,1438.5,1650
416,7/26/2022,1450.7,1438.76,1451.46,1357.7,1420
415,7/27/2022,1636.01,1449.65,1643.7,1421.17,1800
414,7/28/2022,1726.01,1635.99,1781.39,1597.67,1870
413,7/29/2022,1720.77,1725.97,1764.74,1658.26,1440
412,7/30/2022,1695.97,1720.8,1741.34,1674.42,891420
411,7/31/2022,1680,1695.99,1752.94,1667.41,822230
410,8/1/2022,1630.1,1679.98,1702.81,1607.29,959530
409,8/2/2022,1631.48,1630.07,1675.51,1560.17,1250
408,8/3/2022,1618.08,1631.46,1682.23,1591.6,906080
407,8/4/2022,1606.94,1618.07,1661.15,1581.18,881560
406,8/5/2022,1737.71,1607,1740.33,1605.71,1210
405,8/6/2022,1690.27,1737.66,1749.33,1687.74,696110
404,8/7/2022,1700.29,1690.29,1728.97,1669.39,530480
403,8/8/2022,1778.42,1700.26,1813.45,1694.69,951020
402,8/9/2022,1702.8,1778.15,1789.55,1668.79,960580
401,8/10/2022,1853.46,1702.8,1881.39,1657.78,1520
400,8/11/2022,1880.28,1853.5,1931.06,1850.72,1310
399,8/12/2022,1957.63,1880.3,1961.83,1856.64,834690
398,8/13/2022,1983.5,1957.62,2018.97,1946.65,798080
397,8/14/2022,1935.1,1983.52,2028.4,1909.19,662150
396,8/15/2022,1900.25,1935.1,2012.02,1873.7,1090
395,8/16/2022,1876.7,1900.08,1914.06,1856.44,725780
394,8/17/2022,1834.18,1876.69,1956.54,1821,1100
393,8/18/2022,1846.51,1834.19,1880.22,1822.04,675270
392,8/19/2022,1609.48,1846.52,1846.97,1607.6,1590
391,8/20/2022,1575.6,1609.01,1654.84,1525.51,1010
390,8/21/2022,1618.25,1575.61,1644.88,1563.92,852070
389,8/22/2022,1626.75,1618.21,1627.13,1531.91,1040
388,8/23/2022,1664.89,1626.7,1672.63,1564.37,1050
387,8/24/2022,1656.64,1665.3,1691.25,1606.06,827200
386,8/25/2022,1695.37,1656.64,1720.84,1654.77,677670
385,8/26/2022,1508.08,1695.38,1703.32,1490.67,1340
384,8/27/2022,1490.83,1508.32,1518.14,1449.31,866820
383,8/28/2022,1426.25,1490.88,1507.92,1424.69,633350
382,8/29/2022,1552.6,1426.25,1559.46,1424.33,931760
381,8/30/2022,1523.34,1552.56,1605.3,1475.68,1140
380,8/31/2022,1555.12,1523.39,1617.09,1523.39,1070
379,9/1/2022,1585.48,1554.57,1597.48,1514.75,823900
378,9/2/2022,1575.34,1585.55,1647.5,1547.68,1040
377,9/3/2022,1557.55,1575.31,1581.37,1535.98,378790
376,9/4/2022,1578.89,1557.35,1580.81,1541.16,339060
375,9/5/2022,1617.07,1578.9,1628.77,1557.66,571750
374,9/6/2022,1557.85,1617.4,1686.23,1556.09,1180
373,9/7/2022,1629.51,1557.85,1657.05,1493.19,976590
372,9/8/2022,1634.85,1629.63,1660.56,1595.9,772840
371,9/9/2022,1718.81,1635.33,1743.47,1631.17,969870
370,9/10/2022,1774.38,1718.84,1788.1,1707.81,470190
369,9/11/2022,1766.93,1774.38,1786.73,1722.62,467420
368,9/12/2022,1716.42,1766.99,1782.74,1694.08,727780
367,9/13/2022,1574.47,1716.45,1751.5,1562.3,1300
366,9/14/2022,1637.92,1574.41,1646.09,1556.97,858280
365,9/15/2022,1472.64,1637.89,1653.55,1461.16,1660
364,9/16/2022,1434.01,1472.63,1483.43,1410.9,829010
363,9/17/2022,1468.79,1434.01,1475.05,1409.65,483780
362,9/18/2022,1335.01,1468.76,1469.21,1327.21,934280
361,9/19/2022,1376,1334.82,1391.5,1284.5,1110
360,9/20/2022,1323.33,1375.96,1384.39,1315.03,765140
359,9/21/2022,1247.74,1323.34,1388.38,1222.29,1390
358,9/22/2022,1326.44,1247.64,1346.38,1237.96,1110
357,9/23/2022,1327.96,1326.12,1356.74,1264.91,1160
356,9/24/2022,1317,1327.91,1348.91,1307.96,559420
355,9/25/2022,1294.26,1317.01,1335.73,1271.87,579090
354,9/26/2022,1337.06,1294.24,1339.17,1279.71,1050
353,9/27/2022,1328.23,1337.07,1399.67,1305.49,1000
352,9/28/2022,1337.37,1328.23,1354.75,1261.29,1080
351,9/29/2022,1336.08,1337.34,1351.61,1289.66,871660
350,9/30/2022,1328.73,1336.05,1372.44,1316.62,866630
349,10/1/2022,1311.8,1328.73,1333.61,1303.22,293020
348,10/2/2022,1275.74,1311.8,1317.41,1272.38,432450
347,10/3/2022,1323.41,1277.02,1329.16,1266.86,604190
346,10/4/2022,1361.48,1323.37,1367.3,1318.87,550050
345,10/5/2022,1352.07,1361.51,1364.03,1317.58,564420
344,10/6/2022,1352.27,1352.07,1383.02,1347.78,680650
343,10/7/2022,1330.99,1352.17,1361.26,1319.17,574760
342,10/8/2022,1315.05,1331.07,1336.69,1304.08,227700
341,10/9/2022,1323.41,1315.08,1328.55,1308.15,210500
340,10/10/2022,1290.04,1323.17,1337.58,1288.68,451440
339,10/11/2022,1279.97,1290,1297.59,1269.35,498630
338,10/12/2022,1294.57,1279.97,1304.45,1275.77,418570
337,10/13/2022,1287.34,1294.56,1299.74,1196.63,1090
336,10/14/2022,1296.74,1287.33,1342.01,1284.08,734030
335,10/15/2022,1274.57,1296.74,1301.48,1264.86,321110
334,10/16/2022,1305.95,1274.93,1314.52,1274.66,333150
333,10/17/2022,1331.12,1305.95,1338.39,1296.45,498150
332,10/18/2022,1310.81,1331.4,1341.21,1287.58,625850
331,10/19/2022,1285.32,1310.81,1313.46,1282.44,406740
330,10/20/2022,1282.87,1285.33,1310.47,1272.79,483190
329,10/21/2022,1299.76,1282.87,1306.27,1257.83,525540
328,10/22/2022,1313.64,1299.76,1318.84,1294.61,244200
327,10/23/2022,1363.92,1313.64,1370.91,1301.8,473610
326,10/24/2022,1343.88,1364.19,1369.35,1324.25,665580
325,10/25/2022,1459.6,1343.88,1522.06,1335.38,1280
324,10/26/2022,1566.16,1459.6,1590.23,1458.61,1430
323,10/27/2022,1514.19,1566.18,1575.9,1508.24,1020
322,10/28/2022,1554.47,1514.14,1572.66,1489.99,966350
321,10/29/2022,1619.69,1554.47,1660.13,1548.83,1050
320,10/30/2022,1590.47,1619.67,1638.6,1577.35,542490
319,10/31/2022,1572.89,1590.47,1634.17,1550.72,938650
318,11/1/2022,1579.64,1572.89,1609.1,1564.69,593310
317,11/2/2022,1519.04,1579.59,1618.82,1503.29,1140
316,11/3/2022,1531.08,1518.99,1558.75,1515.75,631900
315,11/4/2022,1645.01,1531.06,1666.17,1528.6,1070
314,11/5/2022,1627.07,1645.03,1664.42,1623.48,404020
313,11/6/2022,1570.86,1626.86,1637.44,1565.79,464260
312,11/7/2022,1567.57,1570.71,1608.06,1547.29,719300
311,11/8/2022,1335.25,1567.54,1576.1,1241.18,2870
310,11/9/2022,1100.84,1335.26,1337.19,1076.29,2920
309,11/10/2022,1299.15,1100.86,1346.92,1089.01,2190
308,11/11/2022,1288.63,1299.21,1307.16,1203.04,1450
307,11/12/2022,1256.29,1288.71,1291.39,1239.34,602580
306,11/13/2022,1221.47,1256.29,1274.24,1205.61,597250
305,11/14/2022,1242.64,1221.47,1289.01,1175.42,1010
304,11/15/2022,1253.45,1242.64,1289.21,1235.39,686180
303,11/16/2022,1206.16,1253.45,1267.62,1188.76,705310
302,11/17/2022,1205.17,1206.16,1227.73,1185.58,567610
301,11/18/2022,1207.31,1206.99,1225.39,1201.47,388690
300,11/19/2022,1217.65,1208.92,1231.15,1207.34,225460
299,11/20/2022,1142.88,1217.65,1226.14,1135.57,564890
298,11/21/2022,1107.46,1142.88,1143.96,1081.96,981810
297,11/22/2022,1139.74,1107.46,1141.58,1077.85,815180
296,11/23/2022,1185.79,1139.74,1189.17,1128.53,688960
295,11/24/2022,1203.77,1185.7,1217.38,1180.91,544830
294,11/25/2022,1198.12,1203.77,1204.75,1172.63,426960
293,11/26/2022,1205.15,1198.12,1229.2,1196.93,413090
292,11/27/2022,1193.38,1205.17,1222.83,1191.09,306640
291,11/28/2022,1167.73,1193.38,1199.06,1151.98,518170
290,11/29/2022,1216.55,1167.73,1226.35,1159.72,549930
289,11/30/2022,1294.41,1216.54,1304.97,1213.44,858510
288,12/1/2022,1276.05,1294.4,1295.82,1263.58,453590
287,12/2/2022,1295.69,1276.05,1295.8,1266.16,393370
286,12/3/2022,1240.46,1295.69,1302.61,1237.81,373790
285,12/4/2022,1279.74,1240.46,1284.24,1240.14,344960
284,12/5/2022,1259.56,1279.21,1303.92,1248.69,430540
283,12/6/2022,1271.26,1259.56,1273.92,1243.66,342160
282,12/7/2022,1231.04,1271.24,1275.3,1221.1,422120
281,12/8/2022,1280.29,1231.04,1289.87,1223.27,447070
280,12/9/2022,1262.86,1280.29,1291.11,1257,437550
279,12/10/2022,1266.62,1262.88,1281.24,1260.05,193320
278,12/11/2022,1263.42,1266.36,1282.86,1258.53,192460
277,12/12/2022,1275.02,1263.42,1278.37,1241.45,395620
276,12/13/2022,1320.76,1275.49,1345.07,1255.82,717710
275,12/14/2022,1307.3,1320.76,1348.43,1302.76,614310
274,12/15/2022,1266.32,1307.29,1311.07,1260.89,446340
273,12/16/2022,1166.7,1266.32,1279.27,1156.91,829230
272,12/17/2022,1187.18,1166.7,1189.21,1162.76,363230
271,12/18/2022,1182.7,1187.19,1196.55,1172.82,272630
270,12/19/2022,1167.8,1182.7,1194.47,1152.54,337020
269,12/20/2022,1217.2,1167.8,1228.97,1163.57,497610
268,12/21/2022,1213.85,1217.19,1218.69,1205.48,269180
267,12/22/2022,1217.57,1213.99,1229.47,1185.27,383630
266,12/23/2022,1220.03,1217.59,1228.46,1212.97,301170
265,12/24/2022,1220.46,1220.03,1226.2,1214.76,131510
264,12/25/2022,1218.69,1220.46,1223.82,1201.2,256520
263,12/26/2022,1227.65,1218.69,1230.37,1213.08,177660
262,12/27/2022,1211.6,1228.22,1233.15,1202.02,290020
261,12/28/2022,1189.98,1211.6,1214.32,1184.22,407450
260,12/29/2022,1200.84,1189.99,1205.34,1187.19,272590
259,12/30/2022,1199.8,1200.84,1202.13,1186.1,285770
258,12/31/2022,1195.67,1200,1207.71,1193.16,150200
257,1/1/2023,1200.52,1195.69,1204.12,1191.67,126620
256,1/2/2023,1213.93,1200.52,1220.76,1193.77,270720
255,1/3/2023,1214.57,1213.93,1219.75,1206.83,219980
254,1/4/2023,1256.92,1214.57,1266.97,1212.91,504280
253,1/5/2023,1250.95,1256.92,1259.08,1242.93,289490
252,1/6/2023,1269.14,1250.95,1274.85,1240.38,369540
251,1/7/2023,1263.9,1269.14,1270.95,1261.46,141940
250,1/8/2023,1288.38,1263.91,1289.13,1259.15,231750
249,1/9/2023,1320.51,1288.39,1344.39,1285.97,629220
248,1/10/2023,1335.13,1320.51,1344.42,1316.95,487240
247,1/11/2023,1389.84,1335.14,1392.4,1322.1,509990
246,1/12/2023,1416.08,1389.84,1435.95,1365.78,960620
245,1/13/2023,1450.86,1416.08,1463.53,1401.98,552050
244,1/14/2023,1550.02,1450.86,1576.83,1449.47,1030
243,1/15/2023,1552.69,1550.05,1564.34,1517.4,411430
242,1/16/2023,1576.94,1552.69,1598.18,1526.4,617000
241,1/17/2023,1564.67,1576.94,1603.32,1544.45,536730
240,1/18/2023,1511.31,1564.66,1604.74,1505.37,801710
239,1/19/2023,1551.62,1511.35,1560.7,1510.65,329040
238,1/20/2023,1659.98,1551.12,1662.26,1543.21,472150
237,1/21/2023,1625.53,1659.96,1678.27,1622.89,523340
236,1/22/2023,1627.03,1626.66,1662.13,1609.32,456360
235,1/23/2023,1626.53,1627.04,1643.82,1591.9,436570
234,1/24/2023,1556.15,1626.52,1641.17,1539.51,493470
233,1/25/2023,1611.2,1555.97,1638.97,1523.71,681590
232,1/26/2023,1602.55,1611.2,1629.89,1581.76,552260
231,1/27/2023,1597.6,1602.54,1620.15,1560.21,533750
230,1/28/2023,1573.07,1597.61,1605.96,1561.24,332620
229,1/29/2023,1645.97,1572.13,1657.19,1566.9,595670
228,1/30/2023,1566.5,1645.97,1647.25,1540.25,630550
227,1/31/2023,1585.27,1566.5,1602.03,1562.04,368940
226,2/1/2023,1642.1,1585.27,1647.27,1560.18,505440
225,2/2/2023,1641.71,1642.1,1710.27,1632.39,685270
224,2/3/2023,1663.79,1641.7,1673.59,1628.73,489790
223,2/4/2023,1666.9,1663.78,1694.58,1646.11,328660
222,2/5/2023,1629.44,1666.9,1671.88,1612.7,435140
221,2/6/2023,1613.72,1629.44,1657.75,1606.59,401030
220,2/7/2023,1671.4,1613.72,1676.83,1613.2,481910
219,2/8/2023,1650.99,1671.39,1694.28,1631.15,447570
218,2/9/2023,1545.35,1650.97,1655.96,1530.98,702210
217,2/10/2023,1513.82,1545.35,1554.19,1499.49,523330
216,2/11/2023,1538.34,1513.12,1542.64,1508.07,306240
215,2/12/2023,1515.44,1538.34,1547.3,1495.05,302730
214,2/13/2023,1505.84,1515.44,1525.56,1464.1,681850
213,2/14/2023,1555.46,1505.85,1565.2,1494.3,705280
212,2/15/2023,1675.43,1555.45,1676.94,1542.8,627070
211,2/16/2023,1640.66,1675.43,1738.87,1634.97,894270
210,2/17/2023,1693.96,1640.66,1720.06,1631.92,617210
209,2/18/2023,1691.62,1693.96,1708.87,1681.17,283510
208,2/19/2023,1681.52,1691.62,1722.28,1670.97,427000
207,2/20/2023,1703.27,1681.49,1719.1,1651.54,478590
206,2/21/2023,1659.41,1703.29,1716.35,1637.16,554520
205,2/22/2023,1643.39,1659.41,1666.39,1600.79,560400
204,2/23/2023,1650.52,1643.39,1678.2,1630.94,529750
203,2/24/2023,1608.24,1650.52,1663.82,1579.68,548070
202,2/25/2023,1594.66,1608.24,1608.62,1562.1,309290
201,2/26/2023,1641.6,1594.66,1648.77,1588.65,326580
200,2/27/2023,1633.66,1641.59,1664.98,1609.82,458530
199,2/28/2023,1604.69,1633.66,1646.33,1598.67,411490
198,3/1/2023,1666.09,1604.69,1668.55,1595.4,497120
197,3/2/2023,1647.38,1666.09,1677.45,1620.2,440630
196,3/3/2023,1568.89,1647.86,1649.19,1547.61,783740
195,3/4/2023,1566.73,1569.45,1577.02,1550.1,247020
194,3/5/2023,1564.37,1566.73,1587.95,1556.84,313010
193,3/6/2023,1565.84,1564.36,1581.13,1555.43,322160
192,3/7/2023,1561.78,1565.84,1580.95,1536.31,460100
191,3/8/2023,1533.04,1561.79,1569.7,1531.28,478440
190,3/9/2023,1438.5,1533.04,1545.98,1413.17,764770
189,3/10/2023,1426.75,1437.49,1437.49,1371.47,1010
188,3/11/2023,1471.15,1426.74,1475.92,1408.58,1430
187,3/12/2023,1580.24,1472.08,1585.09,1452.33,1060
186,3/13/2023,1673.93,1580.28,1690.18,1565.83,1300
185,3/14/2023,1700.15,1673.83,1776.65,1655.74,1360
184,3/15/2023,1649.65,1700.14,1716.56,1614.93,1020
183,3/16/2023,1673.85,1649.66,1689.09,1634.21,660140
182,3/17/2023,1789.38,1673.76,1796.74,1663.67,975130
181,3/18/2023,1758.7,1789.38,1833.82,1751.14,763060
180,3/19/2023,1779.47,1758.7,1838.84,1758.66,574730
179,3/20/2023,1732.31,1780.12,1802.76,1723.9,716260
178,3/21/2023,1803.54,1732.32,1833.12,1719.55,779810
177,3/22/2023,1734.48,1801.58,1818.47,1711.05,933240
176,3/23/2023,1814.08,1734.32,1852.48,1729.38,767730
175,3/24/2023,1749.26,1813.62,1818.53,1728.69,602300
174,3/25/2023,1742.34,1749.28,1761.66,1714.43,368840
173,3/26/2023,1774.06,1742.32,1796.77,1739.39,371970
172,3/27/2023,1714.65,1773.91,1780.06,1691.38,607000
171,3/28/2023,1772.63,1714.65,1792.38,1702.95,561330
170,3/29/2023,1793.27,1772.64,1825.01,1772.64,564930
169,3/30/2023,1793.59,1793.16,1828.91,1766.9,607740
168,3/31/2023,1821.62,1793.59,1845.54,1782.26,579010
167,4/1/2023,1820.78,1821.62,1840.27,1811.67,283390
166,4/2/2023,1795.01,1820.78,1824.32,1775.81,334840
165,4/3/2023,1810.77,1795.01,1838.71,1764.26,657580
164,4/4/2023,1870.52,1810.77,1887.33,1802.51,658370
163,4/5/2023,1908.96,1870.52,1936.1,1864.64,583840
162,4/6/2023,1872.35,1908.95,1908.95,1855.89,420800
161,4/7/2023,1863.46,1872.35,1882.56,1844.43,298770
160,4/8/2023,1848.93,1863.45,1879.11,1847.72,207670
159,4/9/2023,1858.9,1848.93,1871.87,1825.6,306400
158,4/10/2023,1910.36,1858.9,1916.53,1847.39,457410
157,4/11/2023,1889.86,1910.35,1935.75,1884.64,428260
156,4/12/2023,1916.58,1889.86,1930.46,1857.35,669430
155,4/13/2023,2012.11,1916.59,2018.73,1899.96,721560
154,4/14/2023,2099.98,2012.12,2127.56,2009.53,957030
153,4/15/2023,2090.59,2099.98,2110.3,2074.33,340600
152,4/16/2023,2119.29,2090.59,2137.56,2073.26,342430
151,4/17/2023,2074.74,2118.61,2119.18,2062.17,448140
150,4/18/2023,2103.34,2074.74,2121.27,2056.86,437100
149,4/19/2023,1935.97,2103.36,2104.31,1925,855360
148,4/20/2023,1942.72,1935.97,1977.95,1917.71,665650
147,4/21/2023,1849.81,1942.72,1955.35,1831.47,769940
146,4/22/2023,1873.95,1848.88,1886.22,1845.73,351720
145,4/23/2023,1862.05,1873.96,1881.92,1839.05,368770
144,4/24/2023,1841.88,1862.04,1889.09,1809.8,480280
143,4/25/2023,1865.95,1841.88,1877.54,1804.2,491980
142,4/26/2023,1866.05,1865.95,1963.46,1793.76,958230
141,4/27/2023,1908.81,1866.05,1937.55,1862.37,771480
140,4/28/2023,1891.14,1908.79,1922.85,1875.03,408450
139,4/29/2023,1907.8,1890.93,1915.9,1886.27,193470
138,4/30/2023,1868.88,1907.8,1937.86,1868.88,377710
137,5/1/2023,1830.75,1869.05,1885.7,1807.3,475920
136,5/2/2023,1869.74,1830.75,1878.7,1823.25,391270
135,5/3/2023,1904.74,1869.74,1915,1844.72,489660
134,5/4/2023,1877.06,1904.76,1915.15,1868.18,372690
133,5/5/2023,1993.33,1877.06,1996.64,1875.66,589050
132,5/6/2023,1896.48,1993.33,2013.1,1868.09,658630
131,5/7/2023,1870.99,1896.48,1931.39,1870.94,441650
130,5/8/2023,1847.48,1871.03,1883.54,1813.63,667820
129,5/9/2023,1846.56,1847.48,1858.57,1832.05,318790
128,5/10/2023,1840.92,1846.56,1886.83,1797.07,685110
127,5/11/2023,1794.71,1840.92,1841.04,1774.3,548420
126,5/12/2023,1807.31,1794.71,1812.46,1741.48,598870
125,5/13/2023,1794.95,1807.31,1814.55,1786.23,223650
124,5/14/2023,1799.36,1795.11,1822.93,1791.86,229740
123,5/15/2023,1817.11,1799.36,1845.27,1786.61,405840
122,5/16/2023,1823.98,1817.11,1830.01,1797.6,325770
121,5/17/2023,1821.73,1823.98,1834.44,1785.78,376260
120,5/18/2023,1800.99,1822.12,1831.51,1774.77,311240
119,5/19/2023,1812.32,1800.95,1829.33,1796.99,253500
118,5/20/2023,1819.68,1812.32,1828.06,1807.08,134460
117,5/21/2023,1804.89,1819.66,1827.47,1799.03,170050
116,5/22/2023,1817.19,1804.89,1827.38,1792.35,250270
115,5/23/2023,1854.08,1817.19,1868.89,1815.41,428050
114,5/24/2023,1799.91,1854.08,1854.08,1781.7,441640
113,5/25/2023,1805.69,1799.91,1817.05,1764.92,370600
112,5/26/2023,1827.8,1805.62,1837.39,1798.1,290890
111,5/27/2023,1829.91,1827.8,1835.94,1817.35,147460
110,5/28/2023,1908.35,1829.91,1914.92,1824.7,401090
